content,score,sentiment
I love Amazon! They always have what I need and it saves me time and money. With gas prices being so high I save a lot shopping from home.,5,1
"After the changes to their application for Android smartphones, I hardly use the computer to find and order what I need. The search features are great, even for older users like myself. And anytime your not sure, the assistant can help you do almost anything. Even getting a return processed, or looking for a missing order, it's all quick and easy.",5,1
I never need to leave my home because of Amazon. I don't get people germs... nobody is ever mean to me...I don't get negative energy. this is the greatest invention since sliced bread. good job Amazon. Thanks for helping this indigo humans existence easier. Much love to all,5,1
Kinda alright. Anytime you order something to a new address though they will take it upon themselves to send it to your old address even if you select your new one. Thanks. I'll never get my package  miles away amazon.,1,-1
"I love shopping @ Amazon especially on my lazy days... there are always great prices, good quality, and easy returns if you're unhappy with the products.",5,1
Great prices and huge savings on anything you need or want defiantly will recommend to anyone who is looking for great deals and savings,5,1
It's great on finding what you need at good prices but I wish it was easy to find the original item of what you want.,4,1
Never had any issues with them amazon are great if got send it for items or returned items not that iv not sent much back there very helpful for anything you order lots of choice,5,1
"This app has been a phenomenal thing until the last three months or so. I can see stuff, search stuff, and order stuff but I cannot see my current or past orders. It looks like it is going to load and then just stays a blank white screen. To check inhave to login to the website through a browser (st world problem, I know). Please fix. Thank you.",3,-1
LOVE IT! Nothing you cant get on amazon and with prime you can get most things delivered the next day. Site is easy to use and navigate and items can be returned really easily in local convenience stores if needed.,5,1
"it's hard to fault Amazon, I'm constantly amazed at the vast range of products that you can purchase at their online store, their speed of delivery and just about everything is competively priced. their returns policy is also very good, it's simple and easy to follow. As a prime member I save hand over fist where delivery charges are concerned and there is also all of the extra TV programmes and movies that are included too!",5,1
